Edge_Index,TIE_Seconds,Bit,Bit_Prev_1,Bit_Prev_2,Bit_Prev_3,Bit_Prev_4,Bit_Prev_5
21439,-1.6264985666507495e-10,1,0,1,0,1,1
21442,3.101704704348187e-10,0,1,1,1,0,1
21443,2.0471682460227725e-10,0,0,1,1,1,0
21443,8.081393171531042e-11,0,0,1,1,1,0
21444,3.954547290016762e-12,1,0,0,1,1,1
21446,1.2591653858765368e-10,0,1,1,0,0,1
21446,-3.887753042985709e-11,0,1,1,0,0,1
21446,-1.784046419901625e-10,0,1,1,0,0,1
21447,-2.488960397229608e-10,1,0,1,1,0,0
21449,-4.433201252679667e-11,0,1,1,0,1,1
21451,2.2003801409031411e-10,0,0,0,1,1,0
21451,2.454700144298351e-11,0,0,0,1,1,0
21453,2.1274884686179299e-10,1,0,0,0,0,1
21454,1.473580283685295e-10,0,1,0,0,0,0
21455,2.1648767687425548e-10,0,0,1,0,0,0
21455,8.71140795754826e-11,0,0,1,0,0,0
21456,-7.058270252675403e-11,1,0,0,1,0,0
21457,-9.06994250929942e-11,1,1,0,0,1,0
21457,-1.7310469077570465e-10,1,1,0,0,1,0
21458,-1.5229816234288962e-10,0,1,1,0,0,1
21459,-1.8030888556139323e-10,1,0,1,1,0,0
21460,-2.9307735491161497e-10,0,1,0,1,1,0
21461,-1.6264975718444342e-10,1,0,1,0,1,1
21464,3.1017056991545023e-10,0,1,1,1,0,1
21465,2.0471692408290878e-10,0,0,1,1,1,0
21465,8.081403119594195e-11,0,0,1,1,1,0
21466,3.954646770648285e-12,1,0,0,1,1,1
21468,1.2591663806913224e-10,0,1,1,0,0,1
21468,-3.887743094922557e-11,0,1,1,0,0,1
21468,-1.7840454250868394e-10,0,1,1,0,0,1
21469,-2.488959402423293e-10,1,0,1,1,0,0
21471,-4.4331913046165147e-11,0,1,1,0,1,1
21473,2.2003811357094564e-10,0,0,0,1,1,0
21473,2.4547100923615033e-11,0,0,0,1,1,0
21475,2.127489463424245e-10,1,0,0,0,0,1
21476,1.4735812784916103e-10,0,1,0,0,0,0
21477,2.1648777635573404e-10,0,0,1,0,0,0
21477,8.711417905611412e-11,0,0,1,0,0,0
21478,-7.058260304527547e-11,1,0,0,1,0,0
21479,-9.069932561236267e-11,1,1,0,0,1,0
21479,-1.7310459129507313e-10,1,1,0,0,1,0
21480,-1.5229806286141106e-10,0,1,1,0,0,1
21481,-1.8030878607991467e-10,1,0,1,1,0,0
21482,-2.9307725543098344e-10,0,1,0,1,1,0
21483,-1.626496577038119e-10,1,0,1,0,1,1
21486,3.1017066939608175e-10,0,1,1,1,0,1
21487,2.047170235635403e-10,0,0,1,1,1,0
21487,8.081413067657347e-11,0,0,1,1,1,0
21488,3.954746252126841e-12,1,0,0,1,1,1
21490,1.2591673754976376e-10,0,1,1,0,0,1
21490,-3.8877331468594046e-11,0,1,1,0,0,1
21490,-1.7840444302889945e-10,0,1,1,0,0,1
21491,-2.4889584076169776e-10,1,0,1,1,0,0
21493,-4.4331813565533623e-11,0,1,1,0,1,1
21495,2.200382130524242e-10,0,0,0,1,1,0
21495,2.454720040509359e-11,0,0,0,1,1,0
21497,2.1274904582305603e-10,1,0,0,0,0,1
21498,1.473582273306396e-10,0,1,0,0,0,0
21499,2.1648787583636556e-10,0,0,1,0,0,0
21499,8.711427853674565e-11,0,0,1,0,0,0
21500,-7.058250356549098e-11,1,0,0,1,0,0
21501,-9.069922613088412e-11,1,1,0,0,1,0
21501,-1.731044918144416e-10,1,1,0,0,1,0
21502,-1.5229796338077954e-10,0,1,1,0,0,1
21503,-1.8030868659928315e-10,1,0,1,1,0,0
21504,-2.930771559503519e-10,0,1,0,1,1,0
21505,-1.6264955822233335e-10,1,0,1,0,1,1
21508,3.101707688775603e-10,0,1,1,1,0,1
21509,2.0471712304417182e-10,0,0,1,1,1,0
21509,8.081423015635796e-11,0,0,1,1,1,0
21510,3.954845732758364e-12,1,0,0,1,1,1
21512,1.259168370303953e-10,0,1,1,0,0,1
21512,-3.887723198796252e-11,0,1,1,0,0,1
21512,-1.7840434354826793e-10,0,1,1,0,0,1
21513,-2.4889574128106623e-10,1,0,1,1,0,0
21515,-4.43317140849021e-11,0,1,1,0,1,1
21517,2.2003831253305572e-10,0,0,0,1,1,0
21517,2.4547299885725112e-11,0,0,0,1,1,0
21519,2.127491453045346e-10,1,0,0,0,0,1
21520,1.473583268112711e-10,0,1,0,0,0,0
21521,2.1648797531699709e-10,0,0,1,0,0,0
21521,8.71143780182242e-11,0,0,1,0,0,0
21522,-7.058240408485946e-11,1,0,0,1,0,0
21523,-9.069912665025259e-11,1,1,0,0,1,0
21523,-1.7310439233296305e-10,1,1,0,0,1,0
21524,-1.5229786390014802e-10,0,1,1,0,0,1
21525,-1.8030858711865163e-10,1,0,1,1,0,0
21526,-2.9307705646887336e-10,0,1,0,1,1,0
21527,-1.6264945874170182e-10,1,0,1,0,1,1
21530,3.1017086835819183e-10,0,1,1,1,0,1
21531,2.0471722252565038e-10,0,0,1,1,1,0
21531,8.081432963783652e-11,0,0,1,1,1,0
21532,3.9549452133898875e-12,1,0,0,1,1,1
21534,1.259169365110268e-10,0,1,1,0,0,1
21534,-3.8877132506483966e-11,0,1,1,0,0,1
21534,-1.784042440676364e-10,0,1,1,0,0,1
21535,-2.488956417995877e-10,1,0,1,1,0,0
21537,-4.4331614603423544e-11,0,1,1,0,1,1
21539,2.2003841201368724e-10,0,0,0,1,1,0
21539,2.4547399366356635e-11,0,0,0,1,1,0
21541,2.1274924478431908e-10,1,0,0,0,0,1
21542,1.4735842629190263e-10,0,1,0,0,0,0
21543,2.164880747976286e-10,0,0,1,0,0,0
21543,8.711447749885572e-11,0,0,1,0,0,0
21544,-7.058230460422794e-11,1,0,0,1,0,0
21545,-9.069902716962107e-11,1,1,0,0,1,0
21545,-1.7310429285233153e-10,1,1,0,0,1,0
21546,-1.5229776441866946e-10,0,1,1,0,0,1
21547,-1.803084876380201e-10,1,0,1,1,0,0
21548,-2.9307695698908887e-10,0,1,0,1,1,0
21549,-1.626493592610703e-10,1,0,1,0,1,1
21552,3.1017096783882336e-10,0,1,1,1,0,1
21553,2.047173220062819e-10,0,0,1,1,1,0
21553,8.081442911846804e-11,0,0,1,1,1,0
21554,3.955044694021411e-12,1,0,0,1,1,1
21556,1.2591703599250537e-10,0,1,1,0,0,1
21556,-3.8877033025852443e-11,0,1,1,0,0,1
21556,-1.7840414458615785e-10,0,1,1,0,0,1
21557,-2.488955423198032e-10,1,0,1,1,0,0
21559,-4.433151512279202e-11,0,1,1,0,1,1
21561,2.2003851149431876e-10,0,0,0,1,1,0
21561,2.454749884698816e-11,0,0,0,1,1,0
21563,2.127493442649506e-10,1,0,0,0,0,1
21564,1.473585257733812e-10,0,1,0,0,0,0
21565,2.1648817427910717e-10,0,0,1,0,0,0
21565,8.711457697948725e-11,0,0,1,0,0,0
21566,-7.058220512274938e-11,1,0,0,1,0,0
21567,-9.069892768898955e-11,1,1,0,0,1,0
21567,-1.731041933717e-10,1,1,0,0,1,0
21568,-1.5229766493803794e-10,0,1,1,0,0,1
21569,-1.8030838815654155e-10,1,0,1,1,0,0
21570,-2.9307685750845735e-10,0,1,0,1,1,0
21571,-1.6264925977959174e-10,1,0,1,0,1,1
21574,3.101710673203019e-10,0,1,1,1,0,1
21575,2.0471742148691343e-10,0,0,1,1,1,0
21575,8.081452859909956e-11,0,0,1,1,1,0
21576,3.955144175499967e-12,1,0,0,1,1,1
21578,1.259171354731369e-10,0,1,1,0,0,1
21578,-3.887693354522092e-11,0,1,1,0,0,1
21578,-1.7840404510552633e-10,0,1,1,0,0,1
21579,-2.4889544283917166e-10,1,0,1,1,0,0
21581,-4.43314156421605e-11,0,1,1,0,1,1
21583,2.2003861097579732e-10,0,0,0,1,1,0
21583,2.4547598328466715e-11,0,0,0,1,1,0
21585,2.1274944374642916e-10,1,0,0,0,0,1
21586,1.4735862525401271e-10,0,1,0,0,0,0
21587,2.164882737597387e-10,0,0,1,0,0,0
21587,8.711467646011877e-11,0,0,1,0,0,0
21588,-7.058210564211786e-11,1,0,0,1,0,0
21589,-9.069882820835802e-11,1,1,0,0,1,0
21589,-1.7310409389106848e-10,1,1,0,0,1,0
21590,-1.5229756545740642e-10,0,1,1,0,0,1
21591,-1.8030828867591003e-10,1,0,1,1,0,0
21592,-2.9307675802782583e-10,0,1,0,1,1,0
21593,-1.6264916029896022e-10,1,0,1,0,1,1
21596,3.1017116680093344e-10,0,1,1,1,0,1
21597,2.0471752096839198e-10,0,0,1,1,1,0
21597,8.081462808057812e-11,0,0,1,1,1,0
21598,3.955243655284457e-12,1,0,0,1,1,1
21600,1.2591723495376841e-10,0,1,1,0,0,1
21600,-3.8876834063742364e-11,0,1,1,0,0,1
21600,-1.784039456248948e-10,0,1,1,0,0,1
21601,-2.488953433576931e-10,1,0,1,1,0,0
21603,-4.433131616068194e-11,0,1,1,0,1,1
21605,2.2003871045642884e-10,0,0,0,1,1,0
21605,2.4547697809098238e-11,0,0,0,1,1,0
21607,2.1274954322706068e-10,1,0,0,0,0,1
21608,1.473587247337972e-10,0,1,0,0,0,0
21609,2.164883732403702e-10,0,0,1,0,0,0
21609,8.711477594159733e-11,0,0,1,0,0,0
21610,-7.058200616148633e-11,1,0,0,1,0,0
21611,-9.06987287277265e-11,1,1,0,0,1,0
21611,-1.7310399440958993e-10,1,1,0,0,1,0
21612,-1.522974659767749e-10,0,1,1,0,0,1
21613,-1.803081891952785e-10,1,0,1,1,0,0
21614,-2.9307665854634727e-10,0,1,0,1,1,0
21615,-1.626490608183287e-10,1,0,1,0,1,1
21618,3.1017126628156496e-10,0,1,1,1,0,1
21619,2.047176204490235e-10,0,0,1,1,1,0
21619,8.081472756120964e-11,0,0,1,1,1,0
21620,3.9553431359159804e-12,1,0,0,1,1,1
21622,1.2591733443524697e-10,0,1,1,0,0,1
21622,-3.887673458311084e-11,0,1,1,0,0,1
21622,-1.7840384614341625e-10,0,1,1,0,0,1
21623,-2.488952438770616e-10,1,0,1,1,0,0
21625,-4.433121668005042e-11,0,1,1,0,1,1
21627,2.2003880993706037e-10,0,0,0,1,1,0
21627,2.454779728972976e-11,0,0,0,1,1,0
21629,2.127496427076922e-10,1,0,0,0,0,1
21630,1.4735882421442873e-10,0,1,0,0,0,0
21631,2.1648847272100174e-10,0,0,1,0,0,0
21631,8.711487542222885e-11,0,0,1,0,0,0
21632,-7.058190668000778e-11,1,0,0,1,0,0
21633,-9.069862924709498e-11,1,1,0,0,1,0
21633,-1.731038949289584e-10,1,1,0,0,1,0
21634,-1.5229736649529634e-10,0,1,1,0,0,1
21635,-1.8030808971379995e-10,1,0,1,1,0,0
21636,-2.9307655906571575e-10,0,1,0,1,1,0
21637,-1.626489613385442e-10,1,0,1,0,1,1
21640,3.101713657621965e-10,0,1,1,1,0,1
21641,2.0471771992965503e-10,0,0,1,1,1,0
21641,8.081482704184117e-11,0,0,1,1,1,0
21642,3.9554426173945366e-12,1,0,0,1,1,1
21644,1.259174339158785e-10,0,1,1,0,0,1
21644,-3.887663510247932e-11,0,1,1,0,0,1
21644,-1.7840374666278472e-10,0,1,1,0,0,1
21645,-2.4889514439643006e-10,1,0,1,1,0,0
21647,-4.433111720026593e-11,0,1,1,0,1,1
21649,2.2003890941853892e-10,0,0,0,1,1,0
21649,2.4547896771208317e-11,0,0,0,1,1,0
21651,2.1274974218832373e-10,1,0,0,0,0,1
21652,1.4735892369590728e-10,0,1,0,0,0,0
21653,2.164885722024803e-10,0,0,1,0,0,0
21653,8.711497490286037e-11,0,0,1,0,0,0
21654,-7.058180719937625e-11,1,0,0,1,0,0
21655,-9.069852976561642e-11,1,1,0,0,1,0
21655,-1.731037954491739e-10,1,1,0,0,1,0
21656,-1.522972670146648e-10,0,1,1,0,0,1
21657,-1.8030799023316842e-10,1,0,1,1,0,0
21658,-2.930764595850842e-10,0,1,0,1,1,0
21659,-1.6264886185706565e-10,1,0,1,0,1,1
21662,3.1017146524367504e-10,0,1,1,1,0,1
21663,2.0471781941028655e-10,0,0,1,1,1,0
21663,8.081492652247269e-11,0,0,1,1,1,0
21664,3.95554209802606e-12,1,0,0,1,1,1
21666,1.2591753339651002e-10,0,1,1,0,0,1
21666,-3.8876535621847794e-11,0,1,1,0,0,1
21666,-1.784036471821532e-10,0,1,1,0,0,1
21667,-2.4889504491579854e-10,1,0,1,1,0,0
21669,-4.4331017719634405e-11,0,1,1,0,1,1
21671,2.2003900889917044e-10,0,0,0,1,1,0
21671,2.454799625183984e-11,0,0,0,1,1,0
21673,2.1274984166980228e-10,1,0,0,0,0,1
21674,1.473590231765388e-10,0,1,0,0,0,0
21675,2.1648867168311181e-10,0,0,1,0,0,0
21675,8.711507438433893e-11,0,0,1,0,0,0
21676,-7.058170771874473e-11,1,0,0,1,0,0
21677,-9.06984302849849e-11,1,1,0,0,1,0
21677,-1.7310369596769536e-10,1,1,0,0,1,0
21678,-1.522971675340333e-10,0,1,1,0,0,1
21679,-1.803078907525369e-10,1,0,1,1,0,0
21680,-2.9307636010360567e-10,0,1,0,1,1,0
21681,-1.6264876237643413e-10,1,0,1,0,1,1
21684,3.1017156472430656e-10,0,1,1,1,0,1
21685,2.047179188917651e-10,0,0,1,1,1,0
21685,8.081502600395124e-11,0,0,1,1,1,0
21686,3.955641578657583e-12,1,0,0,1,1,1
21688,1.259176328762945e-10,0,1,1,0,0,1
21688,-3.887643614036924e-11,0,1,1,0,0,1
21688,-1.7840354770152168e-10,0,1,1,0,0,1
21689,-2.4889494543432e-10,1,0,1,1,0,0
21691,-4.433091823815585e-11,0,1,1,0,1,1
21693,2.2003910837980197e-10,0,0,0,1,1,0
21693,2.4548095732471364e-11,0,0,0,1,1,0
21695,2.127499411504338e-10,1,0,0,0,0,1
21696,1.4735912265717033e-10,0,1,0,0,0,0
21697,2.164887711628963e-10,0,0,1,0,0,0
21697,8.711517386497045e-11,0,0,1,0,0,0
21698,-7.058160823811321e-11,1,0,0,1,0,0
21699,-9.069833080435337e-11,1,1,0,0,1,0
21699,-1.7310359648706383e-10,1,1,0,0,1,0
21700,-1.5229706805255473e-10,0,1,1,0,0,1
21701,-1.8030779127190538e-10,1,0,1,1,0,0
21702,-2.9307626062297414e-10,0,1,0,1,1,0
21703,-1.626486628958026e-10,1,0,1,0,1,1
21706,3.1017166420409105e-10,0,1,1,1,0,1
21707,2.0471801837239663e-10,0,0,1,1,1,0
21707,8.081512548458277e-11,0,0,1,1,1,0
21708,3.955741059289106e-12,1,0,0,1,1,1
21710,1.2591773235777306e-10,0,1,1,0,0,1
21710,-3.8876336659737715e-11,0,1,1,0,0,1
21710,-1.7840344822004312e-10,0,1,1,0,0,1
21711,-2.4889484595368846e-10,1,0,1,1,0,0
21713,-4.4330818757524325e-11,0,1,1,0,1,1
21715,2.200392078604335e-10,0,0,0,1,1,0
21715,2.4548195213102887e-11,0,0,0,1,1,0
21717,2.1275004063106533e-10,1,0,0,0,0,1
21718,1.4735922213864889e-10,0,1,0,0,0,0
21719,2.1648887064437486e-10,0,0,1,0,0,0
21719,8.711527334560198e-11,0,0,1,0,0,0
21720,-7.058150875663465e-11,1,0,0,1,0,0
21721,-9.069823132372185e-11,1,1,0,0,1,0
21721,-1.731034970064323e-10,1,1,0,0,1,0
21722,-1.522969685719232e-10,0,1,1,0,0,1
21723,-1.8030769179042682e-10,1,0,1,1,0,0
21724,-2.930761611423426e-10,0,1,0,1,1,0
21725,-1.6264856341432405e-10,1,0,1,0,1,1
21728,3.101717636855696e-10,0,1,1,1,0,1
21729,2.0471811785302816e-10,0,0,1,1,1,0
21729,8.081522496521429e-11,0,0,1,1,1,0
21730,3.9558405407676624e-12,1,0,0,1,1,1
21732,1.2591783183840459e-10,0,1,1,0,0,1
21732,-3.887623717910619e-11,0,1,1,0,0,1
21732,-1.784033487394116e-10,0,1,1,0,0,1
21733,-2.4889474647305693e-10,1,0,1,1,0,0
21735,-4.43307192768928e-11,0,1,1,0,1,1
21737,2.2003930734106501e-10,0,0,0,1,1,0
21737,2.4548294694581443e-11,0,0,0,1,1,0
21739,2.1275014011254389e-10,1,0,0,0,0,1
21740,1.473593216192804e-10,0,1,0,0,0,0
21741,2.1648897012500638e-10,0,0,1,0,0,0
21741,8.71153728262335e-11,0,0,1,0,0,0
21742,-7.058140927600313e-11,1,0,0,1,0,0
21743,-9.06981318422433e-11,1,1,0,0,1,0
21743,-1.7310339752580079e-10,1,1,0,0,1,0
21744,-1.5229686909213872e-10,0,1,1,0,0,1
21745,-1.803075923097953e-10,1,0,1,1,0,0
21746,-2.930760616617111e-10,0,1,0,1,1,0
21747,-1.6264846393369252e-10,1,0,1,0,1,1
21750,3.1017186316620113e-10,0,1,1,1,0,1
21751,2.047182173345067e-10,0,0,1,1,1,0
21751,8.081532444669285e-11,0,0,1,1,1,0
21752,3.955940021399186e-12,1,0,0,1,1,1
21754,1.259179313190361e-10,0,1,1,0,0,1
21754,-3.887613769847467e-11,0,1,1,0,0,1
21754,-1.7840324925878008e-10,0,1,1,0,0,1
21755,-2.488946469915784e-10,1,0,1,1,0,0
21757,-4.4330619795414246e-11,0,1,1,0,1,1
21759,2.2003940682169654e-10,0,0,0,1,1,0
21759,2.4548394175212966e-11,0,0,0,1,1,0
21761,2.127502395931754e-10,1,0,0,0,0,1
21762,1.4735942109991193e-10,0,1,0,0,0,0
21763,2.164890696056379e-10,0,0,1,0,0,0
21763,8.711547230771206e-11,0,0,1,0,0,0
21764,-7.05813097953716e-11,1,0,0,1,0,0
21765,-9.069803236161177e-11,1,1,0,0,1,0
21765,-1.7310329804432223e-10,1,1,0,0,1,0
21766,-1.522967696115072e-10,0,1,1,0,0,1
21767,-1.8030749282916377e-10,1,0,1,1,0,0
21768,-2.9307596218023254e-10,0,1,0,1,1,0
21769,-1.62648364453061e-10,1,0,1,0,1,1
21772,3.1017196264683265e-10,0,1,1,1,0,1
21773,2.0471831681513824e-10,0,0,1,1,1,0
21773,8.081542392732437e-11,0,0,1,1,1,0
21774,3.956039502030709e-12,1,0,0,1,1,1
21776,1.2591803080051467e-10,0,1,1,0,0,1
21776,-3.8876038217843145e-11,0,1,1,0,0,1
21776,-1.7840314977730152e-10,0,1,1,0,0,1
21777,-2.4889454751094685e-10,1,0,1,1,0,0
21779,-4.433052031478272e-11,0,1,1,0,1,1
21781,2.2003950630232806e-10,0,0,0,1,1,0
21781,2.454849365584449e-11,0,0,0,1,1,0
21783,2.1275033907380693e-10,1,0,0,0,0,1
21784,1.4735952058054346e-10,0,1,0,0,0,0
21785,2.1648916908626943e-10,0,0,1,0,0,0
21785,8.711557178749655e-11,0,0,1,0,0,0
21786,-7.058121031389305e-11,1,0,0,1,0,0
21787,-9.069793288098025e-11,1,1,0,0,1,0
21787,-1.731031985636907e-10,1,1,0,0,1,0
21788,-1.5229667013002864e-10,0,1,1,0,0,1
21789,-1.8030739334768522e-10,1,0,1,1,0,0
21790,-2.93075862699601e-10,0,1,0,1,1,0
21791,-1.6264826497242948e-10,1,0,1,0,1,1
21794,3.101720621274642e-10,0,1,1,1,0,1
21795,2.0471841629492273e-10,0,0,1,1,1,0
21795,8.081552340795589e-11,0,0,1,1,1,0
21796,3.956138983509265e-12,1,0,0,1,1,1
21798,1.259181302811462e-10,0,1,1,0,0,1
21798,-3.887593873721162e-11,0,1,1,0,0,1
21798,-1.7840305029667e-10,0,1,1,0,0,1
21799,-2.4889444803031533e-10,1,0,1,1,0,0
21801,-4.43304208341512e-11,0,1,1,0,1,1
21803,2.2003960578380662e-10,0,0,0,1,1,0
21803,2.4548593136476013e-11,0,0,0,1,1,0
21805,2.1275043855443846e-10,1,0,0,0,0,1
21806,1.47359620062022e-10,0,1,0,0,0,0
21807,2.1648926856774799e-10,0,0,1,0,0,0
21807,8.711567126812807e-11,0,0,1,0,0,0
21808,-7.058111083326153e-11,1,0,0,1,0,0
21809,-9.069783339950169e-11,1,1,0,0,1,0
21809,-1.7310309908305918e-10,1,1,0,0,1,0
21810,-1.5229657064939712e-10,0,1,1,0,0,1
21811,-1.803072938670537e-10,1,0,1,1,0,0
21812,-2.930757632189695e-10,0,1,0,1,1,0
21813,-1.6264816549095092e-10,1,0,1,0,1,1
21816,3.1017216160894273e-10,0,1,1,1,0,1
21817,2.0471851577555425e-10,0,0,1,1,1,0
21817,8.081562288858742e-11,0,0,1,1,1,0
21818,3.956238464140788e-12,1,0,0,1,1,1
21820,1.259182297617777e-10,0,1,1,0,0,1
21820,-3.88758392565801e-11,0,1,1,0,0,1
21820,-1.7840295081603847e-10,0,1,1,0,0,1
21821,-2.488943485496838e-10,1,0,1,1,0,0
21823,-4.4330321353519676e-11,0,1,1,0,1,1
21825,2.2003970526443814e-10,0,0,0,1,1,0
21825,2.4548692617107536e-11,0,0,0,1,1,0
21827,2.12750538035917e-10,1,0,0,0,0,1
21828,1.4735971954265353e-10,0,1,0,0,0,0
21829,2.164893680483795e-10,0,0,1,0,0,0
21829,8.711577074875959e-11,0,0,1,0,0,0
21830,-7.058101135263e-11,1,0,0,1,0,0
21831,-9.069773391887017e-11,1,1,0,0,1,0
21831,-1.7310299960158063e-10,1,1,0,0,1,0
21832,-1.522964711687656e-10,0,1,1,0,0,1
21833,-1.803071943872692e-10,1,0,1,1,0,0
21834,-2.9307566373749094e-10,0,1,0,1,1,0
21835,-1.626480660103194e-10,1,0,1,0,1,1
21838,3.1017226108957426e-10,0,1,1,1,0,1
21839,2.047186152570328e-10,0,0,1,1,1,0
21839,8.081572237006597e-11,0,0,1,1,1,0
21840,3.9563379447723115e-12,1,0,0,1,1,1
21842,1.2591832924240923e-10,0,1,1,0,0,1
21842,-3.887573977510154e-11,0,1,1,0,0,1
21842,-1.7840285133625398e-10,0,1,1,0,0,1
21843,-2.4889424906820525e-10,1,0,1,1,0,0
21845,-4.433022187204112e-11,0,1,1,0,1,1
21847,2.2003980474506966e-10,0,0,0,1,1,0
21847,2.454879209773906e-11,0,0,0,1,1,0
21849,2.1275063751654854e-10,1,0,0,0,0,1
21850,1.4735981902328506e-10,0,1,0,0,0,0
21851,2.1648946752901103e-10,0,0,1,0,0,0
21851,8.711587023023815e-11,0,0,1,0,0,0
21852,-7.058091187284551e-11,1,0,0,1,0,0
21853,-9.069763443823865e-11,1,1,0,0,1,0
21853,-1.731029001209491e-10,1,1,0,0,1,0
21854,-1.5229637168728704e-10,0,1,1,0,0,1
21855,-1.8030709490663768e-10,1,0,1,1,0,0
21856,-2.930755642568594e-10,0,1,0,1,1,0
21857,-1.6264796652968787e-10,1,0,1,0,1,1
21860,3.101723605702058e-10,0,1,1,1,0,1
21861,2.0471871473766433e-10,0,0,1,1,1,0
21861,8.08158218506975e-11,0,0,1,1,1,0
21862,3.956437425403835e-12,1,0,0,1,1,1
21864,1.259184287238878e-10,0,1,1,0,0,1
21864,-3.887564029447002e-11,0,1,1,0,0,1
21864,-1.7840275185477543e-10,0,1,1,0,0,1
21865,-2.4889414958757373e-10,1,0,1,1,0,0
21867,-4.4330122391409597e-11,0,1,1,0,1,1
21869,2.2003990422570119e-10,0,0,0,1,1,0
21869,2.4548891578370583e-11,0,0,0,1,1,0
21871,2.1275073699718006e-10,1,0,0,0,0,1
21872,1.4735991850476361e-10,0,1,0,0,0,0
21873,2.164895670104896e-10,0,0,1,0,0,0
21873,8.711596971086967e-11,0,0,1,0,0,0
21874,-7.058081239136696e-11,1,0,0,1,0,0
21875,-9.069753495760712e-11,1,1,0,0,1,0
21875,-1.7310280064031758e-10,1,1,0,0,1,0
21876,-1.5229627220665551e-10,0,1,1,0,0,1
21877,-1.8030699542515912e-10,1,0,1,1,0,0
21878,-2.930754647762279e-10,0,1,0,1,1,0
21879,-1.6264786704820932e-10,1,0,1,0,1,1
21882,3.1017246005168434e-10,0,1,1,1,0,1
21883,2.0471881421829585e-10,0,0,1,1,1,0
21883,8.081592133048199e-11,0,0,1,1,1,0
21884,3.956536906882391e-12,1,0,0,1,1,1
21886,1.2591852820451931e-10,0,1,1,0,0,1
21886,-3.8875540813838496e-11,0,1,1,0,0,1
21886,-1.784026523741439e-10,0,1,1,0,0,1
21887,-2.488940501069422e-10,1,0,1,1,0,0
21889,-4.4330022910778074e-11,0,1,1,0,1,1
21891,2.2004000370717974e-10,0,0,0,1,1,0
21891,2.454899105984914e-11,0,0,0,1,1,0
21893,2.1275083647781158e-10,1,0,0,0,0,1
21894,1.4736001798539514e-10,0,1,0,0,0,0
21895,2.164896664911211e-10,0,0,1,0,0,0
21895,8.71160691915012e-11,0,0,1,0,0,0
21896,-7.058071291073543e-11,1,0,0,1,0,0
21897,-9.069743547612857e-11,1,1,0,0,1,0
21897,-1.7310270115968606e-10,1,1,0,0,1,0
21898,-1.52296172726024e-10,0,1,1,0,0,1
21899,-1.803068959445276e-10,1,0,1,1,0,0
21900,-2.930753652964434e-10,0,1,0,1,1,0
21901,-1.626477675675778e-10,1,0,1,0,1,1
21904,3.1017255953231586e-10,0,1,1,1,0,1
21905,2.047189136997744e-10,0,0,1,1,1,0
21905,8.081602081196054e-11,0,0,1,1,1,0
21906,3.956636387513914e-12,1,0,0,1,1,1
21908,1.2591862768515084e-10,0,1,1,0,0,1
21908,-3.887544133235994e-11,0,1,1,0,0,1
21908,-1.7840255289351238e-10,0,1,1,0,0,1
21909,-2.4889395062546365e-10,1,0,1,1,0,0
21911,-4.432992342929952e-11,0,1,1,0,1,1
21913,2.2004010318781127e-10,0,0,0,1,1,0
21913,2.4549090540480662e-11,0,0,0,1,1,0
21915,2.127509359584431e-10,1,0,0,0,0,1
21916,1.4736011746602666e-10,0,1,0,0,0,0
21917,2.1648976597175264e-10,0,0,1,0,0,0
21917,8.711616867297975e-11,0,0,1,0,0,0
21918,-7.058061343010391e-11,1,0,0,1,0,0
21919,-9.069733599549704e-11,1,1,0,0,1,0
21919,-1.731026016782075e-10,1,1,0,0,1,0
21920,-1.5229607324539247e-10,0,1,1,0,0,1
21921,-1.8030679646389608e-10,1,0,1,1,0,0
21922,-2.9307526581496485e-10,0,1,0,1,1,0
21923,-1.6264766808694627e-10,1,0,1,0,1,1
21926,3.101726590129474e-10,0,1,1,1,0,1
21927,2.0471901318040593e-10,0,0,1,1,1,0
21927,8.081612029259207e-11,0,0,1,1,1,0
21928,3.956735868145437e-12,1,0,0,1,1,1
21930,1.259187271666294e-10,0,1,1,0,0,1
21930,-3.8875341851728417e-11,0,1,1,0,0,1
21930,-1.7840245341288086e-10,0,1,1,0,0,1
21931,-2.4889385114567916e-10,1,0,1,1,0,0
21933,-4.4329823948667994e-11,0,1,1,0,1,1
21935,2.200402026684428e-10,0,0,0,1,1,0
21935,2.4549190021112185e-11,0,0,0,1,1,0
21937,2.1275103543907463e-10,1,0,0,0,0,1
21938,1.4736021694665818e-10,0,1,0,0,0,0
21939,2.1648986545238416e-10,0,0,1,0,0,0
21939,8.711626815361127e-11,0,0,1,0,0,0
21940,-7.058051394862535e-11,1,0,0,1,0,0
21941,-9.069723651571255e-11,1,1,0,0,1,0
21941,-1.7310250219757598e-10,1,1,0,0,1,0
21942,-1.522959737639139e-10,0,1,1,0,0,1
21943,-1.8030669698241752e-10,1,0,1,1,0,0
21944,-2.930751663343333e-10,0,1,0,1,1,0
21945,-1.6264756860631475e-10,1,0,1,0,1,1
21948,3.101727584935789e-10,0,1,1,1,0,1
21949,2.0471911266103745e-10,0,0,1,1,1,0
21949,8.081621977322359e-11,0,0,1,1,1,0
21950,3.956835348776961e-12,1,0,0,1,1,1
21952,1.2591882664726092e-10,0,1,1,0,0,1
21952,-3.8875242371096893e-11,0,1,1,0,0,1
21952,-1.784023539314023e-10,0,1,1,0,0,1
21953,-2.4889375166504764e-10,1,0,1,1,0,0
21955,-4.432972446803647e-11,0,1,1,0,1,1
